Artist Name,Popularity,danceability,energy,key,mode,acousticness,instrumentalness,liveness,valence,tempo,Class
Marilyn Manson,49,0.607,0.938,,1,0.00228,0.000709,0.149,0.65,110.014,8
Hadag Nahash,40,0.83,0.819,1,0,0.00741,5.45E-06,0.134,0.846,113.002,5
Tori Harper,46,0.647,0.512,11,1,0.856,,0.134,0.0716,111.957,0
Saint Sister,50,0.306,0.54,5,1,0.625,0.00454,0.152,0.147,75.382,1
ISLAND,28,0.572,0.949,9,1,0.14,7.44E-05,0.0705,0.607,138.013,1
Don Henley,48,0.557,0.577,8,1,0.0796,2.31E-05,0.0604,0.445,91.877,10
"Mukesh, Lata Mangeshkar",23,0.293,0.567,9,0,0.872,0.00212,0.44,0.669,146.359,3
Ron Gallo,32,0.41,0.823,9,1,0.0554,0.000215,0.154,0.284,90.471,1
Thieves Like Us,45,0.689,0.657,2,0,0.00843,0.459,0.15,0.802,116.872,6
Dermot Kennedy,,0.368,0.274,1,1,0.956,0.0112,0.0658,0.0459,84.549,0
"Car, the garden",23,0.616,0.754,5,0,0.324,0.00049,0.0897,0.484,113.959,10
Sense Field,23,0.505,0.659,3,1,0.0321,0.00986,0.116,0.461,101.53,10
Television,47,0.55,0.631,,1,0.000898,0.18,0.0503,0.908,114.553,1
"Earth, Wind & Fire",80,0.697,0.832,9,1,0.168,0.00131,0.269,0.979,125.926,10
The Foxies,38,0.576,0.829,,0,0.00265,0.00515,0.304,0.652,167.99,10
AJ Tracey,68,0.741,0.851,9,0,0.207,,0.296,0.84,141.987,5
Type O Negative,45,0.484,0.913,1,1,0.13,0.78,0.0992,0.465,99.052,8
Avril Lavigne,69,0.578,0.694,5,1,0.0112,,0.102,0.268,129.921,9
Tempa T,19,0.869,0.761,8,1,0.0016,0.829,0.0736,0.281,139.973,5
Viscera,33,0.423,0.958,7,0,2.46E-05,0.127,0.388,0.174,119.967,8
Skating Polly,30,0.605,0.722,11,1,0.47,0.000461,0.104,0.961,124.711,1
"Samuel Lindon, Ensemble Cordes De La Mer",44,0.179,0.059,2,0,0.985,0.951,0.101,0.0845,74.702,7
Black Pumas,66,0.546,0.696,4,1,0.0887,1.84E-05,0.195,0.596,89.882,10
The Jesus and Mary Chain,54,0.545,0.717,3,1,0.00417,0.406,0.136,0.589,118.515,10
Charlie Feathers,31,0.661,0.762,4,1,0.792,3.38E-05,0.121,0.911,89.292,10
Chicocurlyhead,47,0.594,0.666,3,0,0.565,,0.0891,0.507,81.75,5
Westlife,,0.533,0.565,,1,0.399,,0.315,0.34,82.973,9
Rochelle Jordan,34,0.778,0.703,1,0,0.0193,4.21E-05,0.069,0.493,126.015,6
Nasty Cherry,49,0.778,0.552,7,1,0.00661,0.000607,0.0815,0.499,115.032,1
Psymon Spine,34,0.765,0.476,,0,0.213,0.0177,0.106,0.598,107.004,6
Power Trip,54,0.484,0.991,8,0,0.000289,0.657,0.359,0.559,167.035,8
Nothing,36,0.248,0.687,2,1,0.00224,0.85,0.0639,0.17,164.622,6
Alien Sex Fiend,36,0.564,0.804,2,1,0.0311,0.81,0.0463,0.397,123.716,10
Lush,45,0.46,0.878,4,1,0.326,0.813,0.0967,0.34,109.903,6
DJ Khaled,83,0.757,0.721,4,0,0.00196,,0.647,0.364,124.036,9
Remi Wolf,67,0.747,0.822,1,1,0.192,,0.288,0.862,115.937,6
Data,27,0.541,0.882,3,0,0.158,,0.079,0.423,142.867,1
Paladin,28,0.485,0.975,6,1,3.07E-05,0.00077,0.0443,0.265,139.91,8
Michael Kiwanuka,59,0.643,0.773,1,1,0.188,0.000412,0.0986,0.653,124.538,9
Death Valley Girls,25,0.324,0.948,9,1,8.85E-06,0.561,0.165,0.342,90.542,1
MONOEYES,40,0.472,0.862,9,1,2.49E-05,6.08E-06,0.076,0.0956,94.984,10
The Cult,69,0.55,0.765,7,1,4.76E-06,0.873,0.132,0.419,139.46,6
Tuna,42,0.542,0.812,6,1,0.0798,,0.693,0.577,72.936,5
Part-Time Friends,37,0.709,0.554,,1,0.375,0.000796,0.108,0.631,138.117,6
Concha Piquer,35,0.46,0.223,2,0,0.995,0.0957,0.253,0.306,78.306,9
Arcade Fire,65,0.252,0.8,,1,0.12,0.0538,0.118,0.29,139.361,1
Ana Alcaide,40,0.701,0.204,4,0,0.964,0.835,0.0985,0.27,104.983,7
TDJ,37,0.667,0.51,1,1,0.176,0.00283,0.0857,0.16,141.077,1
Britney Spears,57,0.633,0.755,4,1,0.158,,0.273,0.729,138.96,9
Miri Mesika,15,0.437,0.469,2,0,0.73,,0.104,0.369,139.824,9
Institute,44,0.327,0.852,6,1,0.00295,,0.12,0.222,180.075,10
James Taylor,73,0.597,0.271,5,1,0.766,0.0119,0.0933,0.338,76.271,10
James Otto,62,0.705,0.606,7,1,0.159,0.00149,0.242,0.876,98.001,4
elegant slims,46,0.52,0.815,11,0,0.00172,1.92E-06,0.089,0.466,91.972,10
Ms. Lauryn Hill,61,0.832,0.749,2,1,0.0998,3.74E-06,0.0837,0.65,94.899,5
Goldfinger,45,0.241,0.916,8,1,0.000868,,0.031,0.67,186.797,10
Dire Straits,42,0.666,0.667,2,0,0.043,0.0005,0.074,0.679,134.219,10
Eyal Golan,32,0.552,0.653,6,0,0.48,,0.11,0.473,140.046,9
Bleachers,64,0.442,0.689,4,1,0.00458,,0.11,0.208,89.001,6
MAX RAD,32,0.742,0.657,9,0,0.0687,0.000613,0.274,0.656,107.479,6
The Faint,37,0.737,0.668,5,0,0.00405,6.04E-05,0.385,0.961,131.009,6
Kojaque,45,0.529,0.746,8,1,0.0271,7.94E-06,0.158,0.184,83.978,10
Limp Bizkit,72,0.425,0.852,11,1,0.0175,0.306,0.0935,0.512,101.968,10
Freddie King,59,0.565,0.526,,1,0.0339,0.000119,0.11,0.637,167.936,2
Nick Hakim,29,0.766,0.488,8,0,0.257,0.0132,0.155,0.582,142.035,6
"Pritam, Arijit Singh",50,0.59,0.821,2,1,0.346,8.38E-06,0.454,0.784,116.942,3
Omer Adam,36,0.715,0.755,1,0,0.501,,0.0663,0.615,132.003,9
Van Halen,39,0.487,0.948,4,1,0.000662,0.102,0.0506,0.242,105.395,8
The Who,71,0.394,0.622,4,0,0.213,4.45E-05,0.0892,0.342,126.844,10
Garmarna,39,0.516,0.655,,0,0.664,0.107,0.0891,0.19,120.028,8
Caitlyn Smith,54,0.587,0.299,2,1,0.853,2.11E-06,0.149,0.184,96.657,9
Leroy Carr,29,0.683,0.285,3,1,0.994,0.603,0.122,0.783,94.913,2
Fickle Friends,46,0.603,0.674,6,1,0.139,3.41E-06,0.116,0.732,93.004,6
Trippie Redd,71,0.527,0.79,2,1,0.016,,0.37,0.236,153.034,10
bl00dwave,33,0.626,0.861,9,0,0.0114,0.562,0.101,0.501,110.014,6
Johnny Winter,42,0.256,0.573,,1,0.141,0.0279,0.111,0.824,205.057,2
"Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner",20,0.269,0.154,9,1,0.93,0.751,0.109,0.104,134.817,7
Chapterhouse,37,0.267,0.94,9,1,0.000126,0.161,0.358,0.21,155.581,6
ILLENIUM,41,0.476,0.798,2,1,0.00677,0.0914,0.583,0.0372,92.781,10
Kaiser Chiefs,41,0.367,0.938,7,1,0.0052,5.18E-06,0.428,0.556,177.916,1
"ATB, Topic, A7S",88,0.669,0.784,7,1,0.194,6.28E-06,0.115,0.517,125.993,9
LO,3,0.559,0.463,,1,0.201,0.00226,0.122,0.155,99.014,6
MOSES,46,0.494,0.805,1,1,0.000595,7.12E-05,0.0636,0.571,96.996,10
ILLENIUM,74,0.526,0.667,9,1,0.0505,,0.321,0.43,155.085,10
Shreya Ghoshal,19,0.616,0.547,7,1,0.739,0.0362,0.121,0.345,110.025,0
MOD SUN,65,0.367,0.707,5,0,0.00806,,0.358,0.377,83.032,1
Glass Animals,69,0.845,0.583,9,0,0.114,0.000536,0.1,0.842,149.941,6
Aerosmith,53,0.359,0.854,11,0,0.00194,0.00767,0.841,0.472,99.414,10
Eyal Golan,33,0.478,0.447,10,0,0.55,,0.145,0.321,75.053,9
Bathtub Cig,26,0.689,0.208,7,1,0.96,0.635,0.0933,0.194,96.052,6
Louf,33,0.434,0.599,10,0,0.00189,0.891,0.0929,0.436,109.188,1
Black Sabbath,38,0.336,0.796,6,0,0.00361,0.00143,0.0621,0.417,155.28,10
Yung Bleu,57,0.604,0.522,8,1,0.734,0.000172,0.113,0.287,93.169,5
George Strait,56,0.664,0.601,2,1,0.137,3.09E-05,0.0567,0.934,168.979,4
BENEE,55,0.712,0.625,9,0,0.0154,,0.0509,0.48,177.94,6
DDG,50,0.799,0.494,7,1,0.147,0.000929,0.115,0.234,136.019,5
Eugene Bridges,8,0.668,0.614,4,0,0.127,,0.367,0.46,103.57,2
Dead Pony,32,0.431,0.777,7,1,0.000207,1.25E-05,0.105,0.361,76.027,10
iann dior,58,0.695,0.869,5,1,0.71,,0.343,0.92,123.991,10
Idan Amedi,45,0.632,0.499,2,0,0.788,,0.199,0.332,105.876,9
Johnny Adams,29,0.418,0.387,5,0,0.216,0.0127,0.142,0.361,202.033,2
Lime Cordiale,57,0.705,0.692,9,1,0.00149,0.000193,0.137,0.772,125.933,6
Isaac DaBom,15,0.831,0.632,8,0,0.139,2.71E-06,0.112,0.647,103.023,9
Ghetts,48,0.663,0.645,8,1,0.443,,0.166,0.394,128.023,5
Shivam Pathak,57,0.528,0.664,2,1,0.226,,0.121,0.109,97.893,3
The Soft Cavalry,28,0.5,0.528,2,1,0.044,0.000243,0.0911,0.094,78,6
Willie J Healey,38,0.466,0.699,7,1,0.475,0.0065,0.221,0.716,190.384,6
The Kinks,57,0.468,0.839,9,1,0.459,0.461,0.151,0.935,151.842,10
Suldusk,38,0.601,0.439,4,0,0.43,0.00107,0.125,0.186,106.973,8
Kurt Vile,63,0.566,0.663,8,1,0.0945,0.294,0.0915,0.762,91.108,6
Yameii Online,70,0.427,0.666,5,0,0.176,0.229,0.0856,0.232,85.022,9
Nikola Zolkiewska,55,0.325,0.164,,0,0.958,0.899,0.112,0.211,49.196,7
The Rolling Stones,,0.63,0.616,1,0,0.463,0.0408,0.173,0.509,118.65,10
Rod Stewart,60,0.546,0.627,,1,0.316,0.00114,0.096,0.764,81.278,0
Jackie Hayes,48,0.638,0.666,4,0,0.00784,6.65E-05,0.314,0.651,131.962,6
Jack Fruit,30,0.627,0.5,9,0,0.0957,0.0385,0.522,0.353,120.025,9
Phoria,49,0.254,0.117,8,0,0.964,0.875,0.111,0.0447,78.533,1
Shocking Blue,37,0.655,0.648,4,1,0.102,,0.0946,0.712,125.603,2
James Bay,66,0.68,0.315,11,1,0.913,,0.712,0.361,117.614,0
Elliott Ok,14,0.398,0.338,7,1,0.328,0.0319,0.099,0.188,135.75,6
The Zombies,66,0.537,0.7,4,0,0.142,1.58E-06,0.383,0.695,117.111,10
AC/DC,59,0.569,0.901,9,1,0.00555,0.26,0.16,0.839,133.194,8
Webb Pierce,20,0.524,0.176,3,1,0.911,,0.366,0.676,115.996,10
Swamp Dogg,34,0.716,0.33,,1,0.193,2.94E-05,0.124,0.572,139.927,6
The Pale White,29,0.441,0.884,,1,0.00408,0.000812,0.406,0.468,129.931,10
Machine Gun Kelly,80,0.654,0.875,1,1,0.000417,0.0086,0.194,0.522,99.975,10
Wallice,60,0.759,0.636,4,1,0.0386,0.000117,0.643,0.921,120.019,6
Tim Montana,49,0.512,0.885,11,1,0.0208,,0.101,0.47,85.017,10
Low (Acoustic),33,0.557,0.264,9,1,0.874,1.16E-05,0.0984,0.433,77.099,0
Johnny Cash,54,0.632,0.559,5,1,0.854,0.000103,0.127,0.884,182.942,10
LILHUDDY,64,0.513,0.848,4,1,0.000161,,0.336,0.394,143.968,9
BTS,,0.759,0.459,8,1,0.00323,,0.0906,0.695,109.997,9
Shimi Tavori,29,0.477,0.342,,1,0.304,,0.206,0.346,84.871,9
The Wallflowers,44,0.534,0.892,4,0,0.000697,,0.109,0.749,128.834,10
Five Finger Death Punch,58,0.45,0.872,7,1,0.0018,1.61E-05,0.0833,0.396,156.059,8
2 Chainz,70,0.897,0.767,11,1,0.0679,0.000364,0.129,0.675,134.913,5
Faze Miyake,2,0.655,0.438,,1,0.012,0.648,0.222,0.557,148.018,5
Jess Locke,28,0.653,0.543,11,0,0.0852,5.37E-06,0.295,0.419,97.029,6
Jeremy Zucker,66,0.551,0.249,,1,0.68,0.0022,0.112,0.257,156.02,9
Wild Pink,40,0.501,0.792,4,1,0.00708,0.00318,0.67,0.645,88.014,1
Jeezy,33,0.75,0.723,,1,0.00829,,0.0588,0.747,170.006,5
"Mukesh, Lata Mangeshkar",17,0.715,0.446,4,0,0.908,0.000198,0.427,0.932,102.673,3
Passion Pit,71,0.566,0.755,11,1,0.0338,,0.315,0.445,101.006,6
Shawnna,47,0.823,0.586,4,0,0.0901,,0.0605,0.611,78.054,5
Walter Wolfman Washington,18,0.705,0.811,11,0,0.27,0.0248,0.0233,0.549,97.938,2
Jamestown Revival,45,0.529,0.652,4,1,0.607,,0.0893,0.486,76.052,1
Second to Sun,28,0.313,0.933,2,1,4.82E-06,0.139,0.717,0.0958,76.01,8
Baby Keem,80,0.89,0.701,,0,0.00306,3.06E-06,0.0895,0.505,80.462,5
Armon,8,0.352,0.648,9,1,0.37,0.432,0.27,0.36,82.436,6
Long Distance Calling,34,0.287,0.77,2,1,0.000483,0.445,0.0519,0.293,71.072,8
The Jungle Giants,56,0.664,0.759,9,0,0.0169,0.0025,0.179,0.771,160.023,9
Sha Na Na,22,0.294,0.923,4,0,0.198,0.000128,0.992,0.208,135.384,10
Wallice,55,0.576,0.597,5,1,0.22,,0.0914,0.614,133.686,6
Dead by April,51,0.42,0.937,,0,0.00938,,0.166,0.412,156.059,8
Beck,59,0.582,0.938,1,0,0.000733,0.0202,0.0841,0.8,113.999,6
The Killers,82,0.352,0.911,1,1,0.00121,,0.0995,0.236,148.033,10
"Hemanth Bhagavath, Vignesh Prabhu, Swayam Prakash Prabhu",13,0.645,0.504,9,1,0.974,0.786,0.23,0.511,124.904,0
Parker Millsap,48,0.568,0.632,9,1,0.0245,0.000246,0.401,0.711,164.823,10
bbno$,67,0.95,0.574,11,0,0.0973,0.000274,0.0801,0.656,106.042,9
No s√© a qui√©n matar,34,0.561,0.704,9,1,0.0412,0.857,0.217,0.678,98.99,6
AWOLNATION,53,0.645,0.86,2,0,0.128,0.00517,0.0929,0.04,111.029,10
Bruce Springsteen,58,0.532,0.736,11,1,0.000146,0.000961,0.292,0.656,125.105,10
Jamie O'Neal,46,0.507,0.843,11,1,0.274,,0.295,0.504,193.708,4
Braid,32,0.39,0.885,11,0,0.0014,2.11E-05,0.371,0.592,83.661,10
Rekha Bhardwaj,25,0.439,0.364,10,1,0.877,0.007,0.0776,0.111,80.202,0
Tyla Yaweh,71,0.712,0.822,6,0,0.0321,,0.239,0.469,91.011,5
JunkBunny,27,0.343,0.85,1,1,5.37E-05,5.01E-05,0.0905,0.437,161.794,10
Lisa Mann,29,0.624,0.849,11,0,0.0862,5.30E-05,0.362,0.717,94.066,2
Kylie V,30,0.605,0.428,6,1,0.685,0.00924,0.201,0.228,152.969,1
Hazvuvim,14,0.682,0.749,4,0,0.00883,0.00166,0.12,0.686,117.871,10
Illinois Jacquet,34,0.769,0.25,,1,0.711,0.0823,0.0855,0.615,127.147,2
The Walkmen,57,0.167,0.921,6,0,0.000141,0.0716,0.239,0.315,168.225,6
OK Go,43,0.43,0.669,5,1,5.07E-05,0.0105,0.121,0.417,160.001,10
Half the Animal,43,0.539,0.654,1,0,0.0296,1.49E-06,0.0595,0.511,170.138,10
bloody/bath,37,0.527,0.878,1,1,0.2,0.876,0.104,0.198,152.017,6
Evolution Empire,,0.568,0.981,7,1,0.000322,0.0354,0.133,0.183,122.04,10
Donny Hathaway,,0.408,0.242,,1,0.538,0.0706,0.0931,0.364,131.152,5
Fontaines D.C.,46,0.495,0.96,4,0,0.0281,1.05E-05,0.111,0.182,172.808,1
Lowertown,32,0.516,0.698,,1,0.00741,0.0087,0.575,0.227,84.014,9
Eyal Golan,31,0.619,0.893,,0,0.0784,2.13E-05,0.291,0.939,104.014,9
DaBaby,56,0.703,0.555,8,1,0.0382,,0.246,0.702,177.205,5
Monolink,51,0.845,0.429,1,0,0.183,0.267,0.0727,0.443,116.007,6
The Beaches,41,0.691,0.62,6,0,0.0129,0.000686,0.0821,0.552,109.027,10
Dua Lipa,65,0.455,0.265,5,1,0.861,,0.685,0.324,176.036,0
Suli Breaks,22,0.885,0.517,4,0,0.186,,0.446,0.705,110.012,5
Malfunkshun,42,0.217,0.736,9,0,0.000689,2.46E-06,0.0821,0.246,130.404,10
George Harrison,62,0.373,0.57,5,1,0.497,0.0124,0.128,0.631,81.28,10
Mavi Phoenix,46,0.818,0.459,8,1,0.916,0.906,0.111,0.246,110.126,6
Jade Bird,43,0.673,0.722,5,1,0.364,,0.0605,0.717,91.962,1
King of Asgard,26,0.0809,0.993,2,1,5.49E-05,0.932,0.183,0.0397,70.972,8
Middle Kids,34,0.545,0.421,,1,0.0469,2.28E-06,0.214,0.314,149.955,6
Touch√© Amor√©,40,0.352,0.927,8,1,6.90E-05,4.48E-05,0.0409,0.355,98.336,10
Misplaced,33,0.495,0.949,1,1,4.20E-05,0.711,0.438,0.683,105.013,10
The Maccabees,,0.339,0.821,7,1,0.048,,0.0938,0.428,169.541,6
Pote Baby,51,0.881,0.475,1,1,0.303,,0.229,0.615,146.931,5
Run‚ÄìD.M.C.,73,0.965,0.857,11,0,0.00131,,0.0726,0.951,127.656,9
Darkcell,33,0.486,0.975,,1,0.00177,1.51E-05,0.929,0.131,105.005,8
Journers,28,0.485,0.706,9,1,0.00782,0.000568,0.108,0.349,135.954,10
Miss May I,56,0.381,0.969,10,0,4.59E-06,1.47E-05,0.143,0.338,179.987,8
wave to earth,33,0.442,0.576,6,0,0.362,9.77E-06,0.308,0.643,202.081,10
Fallen,30,0.538,0.507,2,1,0.029,0.264,0.354,0.169,103.021,0
Greta Van Fleet,63,0.222,0.807,7,1,0.000696,0.00844,0.0801,0.106,136.344,10
Godsticks,24,0.292,0.775,4,0,0.00796,1.98E-06,0.111,0.368,150.475,10
Jan & Dean,45,0.469,0.647,8,1,0.595,1.65E-06,0.339,0.942,147.878,10
The Pharcyde,56,0.853,0.754,10,0,0.335,6.21E-06,0.252,0.69,95.081,5
Justus Bennetts,60,0.669,0.648,5,1,0.34,,0.314,0.616,80.974,9
Salt-N-Pepa,68,0.913,0.596,11,0,0.00658,0.00349,0.078,0.973,127.215,9
Jake Milliner,35,0.811,0.453,6,0,0.438,0.853,0.345,0.605,93.014,1
21 Savage,80,0.819,0.626,10,0,0.00748,0.101,0.167,0.415,143.01,5
George Moir,35,0.663,0.604,11,1,0.367,0.000269,0.134,0.567,82.536,6
Amber Run,38,0.486,0.908,2,1,0.0023,0.24,0.389,0.241,89.991,10
Whitney,52,0.728,0.572,2,1,0.242,4.10E-05,0.102,0.744,110.346,6
P.O.D.,50,0.563,0.924,2,1,0.00156,1.15E-06,0.0468,0.539,90.928,10
Monster Magnet,49,0.522,0.853,11,1,7.44E-05,0.582,0.131,0.637,140.727,8
Press Club,26,0.447,0.949,4,0,0.000283,2.40E-05,0.132,0.364,104.724,1
The Futureheads,43,0.42,0.988,5,1,0.00164,,0.286,0.353,155.993,6
Gorgoroth,35,0.17,0.98,7,1,2.48E-06,0.852,0.515,0.0504,144.475,8
YONAKA,56,0.503,0.685,9,0,0.0421,,0.0674,0.508,146.997,10
Fleetwood Mac,82,0.545,0.67,9,1,0.009,0.000822,0.0451,0.481,151.553,10
Arik Einstein,23,0.409,0.231,1,1,0.451,1.02E-05,0.084,0.125,116.036,10
Mohammed Rafi,9,0.261,0.14,6,1,0.983,0.69,0.116,0.188,72.286,3
Pinkshinyultrablast,42,0.12,0.87,9,1,0.0018,0.815,0.0834,0.0536,179.815,6
"Britney Spears, Tinashe",,0.752,0.784,,1,0.322,,0.11,0.464,135.039,9
Migrant Motel,35,0.571,0.405,1,1,0.00157,0.000991,0.0911,0.398,72.974,10
Bleachers,54,0.691,0.864,,1,0.0766,,0.0853,0.756,109.201,1
John Denver,,0.456,0.383,9,1,0.715,,0.127,0.67,82.026,4
Teenage Wrist,47,0.553,0.902,11,0,0.00286,,0.2,0.572,132.089,10
"Atif Aslam, Tulsi Kumar",54,0.523,0.768,,0,0.447,0.000226,0.0833,0.669,75.03,3
Radiohead,63,0.291,0.767,7,0,0.000401,0.012,0.0763,0.359,175.702,1
Red Fang,46,0.187,0.913,7,1,0.224,0.843,0.102,0.344,156.715,10
Omer Adam,44,0.767,0.498,11,1,0.566,,0.325,0.61,129.919,9
INXS,,0.567,0.919,7,1,0.0108,0.0106,0.0819,0.593,116.033,10
The Devil and the Almighty Blues,40,0.298,0.584,11,1,0.0435,0.328,0.1,0.388,143.927,10
Will Paquin,62,0.331,0.5,2,0,0.677,6.61E-06,0.116,0.421,86.963,6
David Shaul,25,0.538,0.362,,1,0.463,,0.177,0.24,76.045,10
Pixies,64,0.489,0.913,5,0,0.00015,0.709,0.0703,0.539,135.756,1
Sha Na Na,21,0.4,0.682,5,1,0.183,0.000803,0.803,0.778,117.528,10
Electric Light Orchestra,81,0.388,0.338,10,1,0.652,3.73E-06,0.248,0.478,177.765,9
Rat Tally,26,0.446,0.373,,1,0.0949,2.13E-06,0.116,0.201,144.073,6
Johnny Cash,57,0.676,0.58,5,1,0.589,0.000145,0.218,0.89,95.358,4
M√∂tley Cr√ºe,71,0.6,0.931,7,1,0.0296,7.10E-05,0.392,0.542,140.123,9
Ravid Plotnik,38,0.646,0.559,7,1,0.128,,0.167,0.648,85.444,5
Lauv,83,0.752,0.505,9,1,0.535,2.55E-06,0.104,0.419,91.97,9
Elton John,82,0.601,0.532,10,1,0.432,6.25E-06,0.0925,0.341,136.571,10
Willie Dixon,48,0.584,0.278,4,1,0.55,0.21,0.255,0.75,81.712,2
Hollow,44,0.401,0.764,1,1,0.00705,0.000142,0.0506,0.109,99.949,10
Stick Figure,51,0.866,0.518,,1,0.303,0.0512,0.104,0.644,141.01,10
N.Flying,33,0.583,0.981,4,1,0.0701,,0.187,0.907,145.021,10
Life On Venus,39,0.433,0.676,8,1,0.000364,0.531,0.101,0.404,133.957,10
"Pritam, Arijit Singh",64,0.487,0.456,8,1,0.789,1.79E-06,0.141,0.348,136.088,3
The Robert Cray Band,2,0.575,0.838,4,0,0.0297,0.0836,0.974,0.488,113.303,2
Ivri Lider,35,0.37,0.411,4,1,0.627,,0.108,0.169,106.773,9
Sammy Hagar,40,0.423,0.63,2,1,0.0129,5.86E-06,0.0479,0.393,153.945,10
My Morning Jacket,29,0.44,0.505,10,1,0.22,0.413,0.129,0.501,102.354,10
Kansas,75,0.482,0.786,7,1,0.00321,8.88E-05,0.446,0.793,126.755,10
Rita Ora,55,0.846,0.559,6,1,0.109,,0.0445,0.721,114.037,0
Russell Dickerson,2,0.638,0.854,1,1,0.216,,0.0357,0.859,93.869,4
Dilated Peoples,47,0.656,0.767,11,0,0.191,,0.641,0.739,181.33,5
Veil Of Maya,56,0.537,0.96,2,1,0.000175,4.25E-06,0.0892,0.382,137.986,8
Kenny Neal,13,0.576,0.693,9,1,0.546,0.109,0.186,0.908,159.786,2
Look What You've Done,39,0.57,0.571,7,1,0.00995,0.000181,0.133,0.25,134.012,0
Monster Magnet,40,0.253,0.802,9,1,0.00192,0.148,0.398,0.279,160.099,8
Fl√µstate,27,0.318,0.359,9,0,0.681,0.00799,0.0951,0.0397,127.747,9
Florence + The Machine,59,0.564,0.923,9,0,0.00147,,0.277,0.587,141.991,10
Waterparks,56,0.61,0.974,6,1,0.000625,1.20E-06,0.429,0.71,125.077,10
YSN Flow,48,0.8,0.52,5,0,0.175,,0.326,0.599,120.244,5
Gotye,80,0.865,0.521,,1,0.548,0.000115,0.0989,0.748,129.059,9
Bun B,56,0.704,0.803,7,1,0.165,,0.54,0.529,124.087,5
TOOL,65,0.415,0.53,9,0,0.00209,0.75,0.11,0.0586,114.174,8
Yungeen Ace,53,0.553,0.667,7,0,0.266,,0.0679,0.366,131.18,5
The Strokes,72,0.624,0.91,,1,0.0285,0.000198,0.0789,0.767,104.042,6
Fleetwood Mac,26,0.451,0.0589,,1,0.954,0.00473,0.1,0.266,64.826,2
The Standells,46,0.62,0.781,9,1,0.181,,0.187,0.864,144.707,6
Van Halen,51,0.509,0.928,2,1,0.189,1.41E-06,0.269,0.736,107.921,10
Miranda Lambert,66,0.525,0.3,5,1,0.578,8.30E-06,0.116,0.206,80.993,4
Airbourne,65,0.503,0.96,10,1,9.25E-05,0.578,0.274,0.489,162.022,8
The Fall,30,0.704,0.917,1,0,9.12E-05,0.00546,0.0459,0.336,110.606,6
Haley Reinhart,27,0.498,0.28,11,0,0.955,0.155,0.149,0.189,76.078,10
The Last Poets,28,0.669,0.567,8,0,0.614,,0.246,0.909,81.93,5
Code Orange,41,0.529,0.908,,1,2.46E-05,0.947,0.0942,0.183,126.032,8
Pixies,69,0.669,0.795,2,1,0.00772,0.0781,0.401,0.882,124.594,6
John Mayer,55,0.611,0.313,4,1,0.835,0.000315,0.111,0.378,134.858,0
Foreign Air,50,0.552,0.673,9,0,0.00553,,0.114,0.174,89.993,9
Sad Night Dynamite,52,0.835,0.523,3,0,0.00536,0.137,0.157,0.588,100.026,1
Julian Lynch,23,0.912,0.182,9,0,0.995,0.952,0.103,0.972,96.014,6
Einherjer,28,0.489,0.95,4,1,1.50E-05,0.707,0.477,0.602,75.997,8
Kris Barras Band,37,0.604,0.818,6,1,0.00335,0.00103,0.0411,0.697,102.993,2
Honey Lung,36,0.399,0.744,7,1,8.44E-05,0.0335,0.0497,0.125,91.918,6
Heart of Somebody,,0.631,0.461,11,1,0.417,1.64E-05,0.099,0.455,105.872,0
The Alchemist,35,0.698,0.644,1,0,0.562,,0.567,0.374,145.868,5
Miri Mesika,28,0.526,0.622,7,0,0.536,1.97E-05,0.251,0.224,123.958,9
Rick Wakeman,39,0.351,0.307,3,1,0.433,0.85,0.328,0.0951,105.092,10
Mondo Cozmo,41,0.396,0.774,9,1,0.0266,0.0347,0.0702,0.462,169.959,10
Alluvial,35,0.413,0.987,7,1,0.000403,0.667,0.125,0.167,149.992,8
Joe Nichols,59,0.686,0.631,10,1,0.126,0.000183,0.107,0.509,103.953,4
Itay Levi,21,0.7,0.701,2,0,0.199,,0.111,0.774,149.917,9
Orions Belte,44,0.432,0.63,7,0,0.0663,0.687,0.223,0.569,133.77,6
Sarit Hadad,42,0.52,0.305,8,1,0.791,,0.0882,0.53,101.335,9
The Darkness,30,0.248,0.943,7,1,0.000119,0.00428,0.136,0.378,172.435,10
Brittany Howard,54,0.598,0.853,9,1,0.132,0.00297,0.132,0.312,121.988,10
If We Were Vampires,,0.629,0.208,5,1,0.824,3.70E-06,0.107,0.685,96.609,0
Erik Ekholm,36,0.437,0.776,7,1,0.000153,0.816,0.0989,0.193,140.021,8
Sean Ono Lennon,43,0.538,0.532,6,0,0.555,7.27E-05,0.118,0.433,77.018,10
Nick Cave & The Bad Seeds,38,0.504,0.69,5,0,0.0553,0.0365,0.255,0.577,109.038,10
FKA twigs,56,0.391,0.444,1,0,0.488,3.26E-05,0.111,0.159,171.831,6
Glom,14,0.491,0.835,4,1,0.0466,0.289,0.261,0.504,118.447,10
"Antonín Dvořák, Busch Trio, Maria Milstein, Miguel Da Silva",23,0.121,0.0825,4,1,0.935,0.662,0.107,0.0735,75.31,7
Paul McCartney,58,0.214,0.457,1,0,0.627,0.0191,0.108,0.432,178.011,6
AC/DC,83,0.574,0.913,6,0,0.061,0.00158,0.156,0.423,115.728,8
